jobID,user,account,jobname,queue,walltime,exit_status,start,end,submit,nnodes,ncpus
jobID8720491,USER5558,ACCOUNT2349,JOB1470053,QUEUE4,2880,COMPLETED,04/09/2018 11:04:18,04/09/2018 11:10:12,04/09/2018 11:04:08,1,16
jobID8720492,USER11927,ACCOUNT916,JOB1470054,QUEUE13,720,COMPLETED,04/09/2018 17:26:19,04/09/2018 17:26:41,04/09/2018 17:26:18,1,16
jobID8720493,USER5558,ACCOUNT2349,JOB1470055,QUEUE4,2880,COMPLETED,04/10/2018 07:54:20,04/10/2018 07:55:24,04/10/2018 07:54:20,1,16
jobID8720494,USER5558,ACCOUNT2349,JOB1470056,QUEUE4,2880,COMPLETED,04/10/2018 08:01:31,04/10/2018 08:02:04,04/10/2018 08:01:30,1,16
jobID8720495,USER5558,ACCOUNT2349,JOB1470057,QUEUE4,2880,COMPLETED,04/10/2018 08:05:28,04/10/2018 10:04:54,04/10/2018 08:05:28,1,16
jobID8720496,USER5558,ACCOUNT2349,JOB1470058,QUEUE4,2880,COMPLETED,04/10/2018 14:05:46,04/10/2018 14:07:57,04/10/2018 14:05:46,1,16
jobID8720497,USER5558,ACCOUNT2349,JOB1470059,QUEUE4,2880,COMPLETED,04/10/2018 14:13:57,04/10/2018 14:53:46,04/10/2018 14:13:49,1,16
jobID8720498,USER5558,ACCOUNT2349,JOB1470060,QUEUE4,2880,COMPLETED,04/10/2018 15:10:16,04/10/2018 15:11:25,04/10/2018 15:10:15,1,16
jobID8720499,USER5558,ACCOUNT2349,JOB1470061,QUEUE4,2880,COMPLETED,04/10/2018 20:28:40,04/10/2018 20:29:10,04/10/2018 20:28:39,1,16
jobID8720500,USER5558,ACCOUNT2349,JOB1470062,QUEUE4,2880,COMPLETED,04/10/2018 20:39:57,04/10/2018 20:40:48,04/10/2018 20:39:50,1,16
jobID8720501,USER5558,ACCOUNT2349,JOB1470063,QUEUE4,2880,COMPLETED,04/11/2018 03:39:47,04/11/2018 03:45:24,04/11/2018 03:39:46,1,16
jobID8720502,USER5558,ACCOUNT2349,JOB1470064,QUEUE4,2880,COMPLETED,04/11/2018 10:11:05,04/11/2018 10:18:26,04/11/2018 10:11:05,1,16
jobID8720503,USER5558,ACCOUNT2349,JOB1470065,QUEUE4,2880,COMPLETED,04/11/2018 10:12:00,04/11/2018 10:19:19,04/11/2018 10:11:59,1,16
jobID8720504,USER5558,ACCOUNT2349,JOB1470066,QUEUE4,2880,COMPLETED,04/11/2018 10:12:10,04/11/2018 10:19:33,04/11/2018 10:12:01,1,16
jobID8720505,USER5558,ACCOUNT2349,JOB1470067,QUEUE4,2880,COMPLETED,04/11/2018 10:13:01,04/11/2018 10:20:14,04/11/2018 10:12:56,1,16
jobID8720506,USER5558,ACCOUNT2349,JOB1470068,QUEUE4,2880,CANCELLED,04/11/2018 10:18:57,04/11/2018 10:22:23,04/11/2018 10:18:54,1,16
jobID8720507,USER5558,ACCOUNT2349,JOB1470069,QUEUE4,2880,CANCELLED,04/11/2018 10:19:37,04/11/2018 10:22:25,04/11/2018 10:19:37,1,16
jobID8720508,USER5558,ACCOUNT2349,JOB1470070,QUEUE4,2880,CANCELLED,04/11/2018 10:19:49,04/11/2018 10:22:27,04/11/2018 10:19:48,1,16
jobID8720509,USER5558,ACCOUNT2349,JOB1470071,QUEUE4,2880,CANCELLED,04/11/2018 10:20:33,04/11/2018 10:22:27,04/11/2018 10:20:32,1,16
jobID8720510,USER5558,ACCOUNT2349,JOB1470072,QUEUE4,2880,COMPLETED,04/11/2018 10:25:23,04/11/2018 10:28:29,04/11/2018 10:25:23,1,16
jobID8720511,USER5558,ACCOUNT2349,JOB1470073,QUEUE4,2880,COMPLETED,04/11/2018 10:25:34,04/11/2018 10:28:42,04/11/2018 10:25:33,1,16
jobID8720512,USER5558,ACCOUNT2349,JOB1470074,QUEUE4,2880,COMPLETED,04/11/2018 10:25:34,04/11/2018 10:28:43,04/11/2018 10:25:32,1,16
jobID8720513,USER5558,ACCOUNT2349,JOB1470075,QUEUE4,2880,COMPLETED,04/11/2018 10:22:33,04/11/2018 10:29:47,04/11/2018 10:22:33,1,16
jobID8720514,USER5558,ACCOUNT2349,JOB1470076,QUEUE4,2880,COMPLETED,04/11/2018 10:28:46,04/11/2018 10:31:54,04/11/2018 10:28:45,1,16
jobID8720515,USER5558,ACCOUNT2349,JOB1470077,QUEUE4,2880,COMPLETED,04/11/2018 10:29:04,04/11/2018 10:32:11,04/11/2018 10:29:04,1,16
jobID8720516,USER5558,ACCOUNT2349,JOB1470078,QUEUE4,2880,COMPLETED,04/11/2018 10:29:17,04/11/2018 10:32:22,04/11/2018 10:29:17,1,16
jobID8720517,USER5558,ACCOUNT2349,JOB1470079,QUEUE4,2880,COMPLETED,04/11/2018 10:30:04,04/11/2018 10:33:12,04/11/2018 10:30:04,1,16
jobID8720518,USER5558,ACCOUNT2349,JOB1470080,QUEUE4,2880,COMPLETED,04/11/2018 10:32:21,04/11/2018 10:35:26,04/11/2018 10:32:20,1,16
jobID8720519,USER5558,ACCOUNT2349,JOB1470081,QUEUE4,2880,COMPLETED,04/11/2018 10:32:36,04/11/2018 10:35:43,04/11/2018 10:32:36,1,16
jobID8720520,USER5558,ACCOUNT2349,JOB1470082,QUEUE4,2880,COMPLETED,04/11/2018 10:32:55,04/11/2018 10:36:00,04/11/2018 10:32:51,1,16
