jobID,user,account,jobname,queue,walltime,exit_status,start,end,submit,nnodes,ncpus
jobID8719711,USER533,ACCOUNT4348,JOB1469411,QUEUE4,2880,COMPLETED,03/03/2018 03:04:16,03/03/2018 09:33:16,03/03/2018 03:04:15,1,16
jobID8719712,USER516,ACCOUNT2808,JOB1469412,QUEUE4,720,COMPLETED,03/03/2018 10:47:13,03/03/2018 10:47:58,03/03/2018 10:47:12,1,16
jobID8719713,USER516,ACCOUNT2808,JOB1469413,QUEUE4,720,COMPLETED,03/03/2018 11:40:34,03/03/2018 12:00:01,03/03/2018 11:40:34,1,16
jobID8719714,USER516,ACCOUNT2808,JOB1469414,QUEUE4,720,COMPLETED,03/03/2018 11:41:26,03/03/2018 12:03:22,03/03/2018 11:41:25,1,16
jobID8719715,USER516,ACCOUNT2808,JOB1469415,QUEUE4,720,COMPLETED,03/03/2018 11:40:50,03/03/2018 12:04:21,03/03/2018 11:40:49,1,16
jobID8719716,USER516,ACCOUNT2808,JOB1469416,QUEUE4,720,COMPLETED,03/03/2018 11:41:00,03/03/2018 12:04:34,03/03/2018 11:40:59,1,16
jobID8719717,USER516,ACCOUNT2808,JOB1469416,QUEUE4,720,COMPLETED,03/03/2018 11:41:00,03/03/2018 12:04:50,03/03/2018 11:40:57,1,16
jobID8719718,USER516,ACCOUNT2808,JOB1469417,QUEUE4,720,COMPLETED,03/03/2018 11:42:00,03/03/2018 12:08:15,03/03/2018 11:41:59,1,16
jobID8719719,USER516,ACCOUNT2808,JOB1469418,QUEUE4,720,COMPLETED,03/03/2018 11:45:22,03/03/2018 12:10:29,03/03/2018 11:45:22,1,16
jobID8719720,USER516,ACCOUNT2808,JOB1469419,QUEUE4,720,COMPLETED,03/03/2018 11:45:40,03/03/2018 12:10:50,03/03/2018 11:45:32,1,16
jobID8719721,USER516,ACCOUNT2808,JOB1469420,QUEUE4,720,COMPLETED,03/03/2018 11:52:43,03/03/2018 12:21:41,03/03/2018 11:52:42,1,16
jobID8719722,USER533,ACCOUNT4348,JOB1469421,QUEUE4,2880,COMPLETED,03/03/2018 09:33:47,03/03/2018 13:20:01,03/03/2018 07:57:54,1,16
jobID8719723,USER516,ACCOUNT2808,JOB1469422,QUEUE4,720,COMPLETED,03/03/2018 13:23:14,03/03/2018 13:47:17,03/03/2018 13:23:14,1,16
jobID8719724,USER516,ACCOUNT2808,JOB1469423,QUEUE4,720,COMPLETED,03/03/2018 13:29:06,03/03/2018 14:30:03,03/03/2018 13:29:06,1,16
jobID8719725,USER516,ACCOUNT2808,JOB1469424,QUEUE4,720,COMPLETED,03/03/2018 13:33:11,03/03/2018 14:34:43,03/03/2018 13:33:11,1,16
jobID8719726,USER516,ACCOUNT2808,JOB1469425,QUEUE4,720,COMPLETED,03/03/2018 13:35:13,03/03/2018 14:36:58,03/03/2018 13:35:13,1,16
jobID8719727,USER516,ACCOUNT2808,JOB1469426,QUEUE4,720,COMPLETED,03/03/2018 13:36:23,03/03/2018 14:37:19,03/03/2018 13:36:22,1,16
jobID8719728,USER516,ACCOUNT2808,JOB1469427,QUEUE4,720,COMPLETED,03/03/2018 13:31:57,03/03/2018 14:37:50,03/03/2018 13:31:57,1,16
jobID8719729,USER516,ACCOUNT2808,JOB1469428,QUEUE4,720,COMPLETED,03/03/2018 13:27:47,03/03/2018 14:42:14,03/03/2018 13:27:47,1,16
